Date/Time,Word Count,de-DE,en,es-ES,fr-FR,id-ID,it-IT,ja-JP,ko,pl-PL,pt-BR,ru-RU,th,vi-VN,zh-Hans
2025.12.09-19.04.30,32539,0,32539,5445,0,0,0,5445,5441,0,0,8546,15626,0,12660
2025.12.09-19.10.32,32540,0,32540,5445,0,0,0,5445,5441,0,0,8546,15626,0,12660
2025.12.09-19.28.39,32562,0,32562,5450,0,0,0,5450,5446,0,0,8551,15631,0,12665
2025.12.09-19.54.02,32562,0,32562,5456,0,0,0,5456,5452,0,0,8557,15634,0,12668
2025.12.10-20.39.53,32572,0,32572,5461,0,0,0,5461,5457,0,0,8560,15637,0,12673
2025.12.11-15.52.09,32509,0,32509,5456,3902,3902,0,5456,5452,0,3902,8555,15632,0,12668
2025.12.11-21.16.46,32514,0,32514,5465,5610,5610,0,5465,5461,0,5610,8564,15641,0,12677
2025.12.11-21.21.43,32514,0,32514,5465,5610,5610,0,5465,5608,0,5610,8564,15641,0,12677
2025.12.11-21.29.02,32514,147,32514,5612,5610,5610,0,5612,5608,0,5610,8564,15641,0,12677
2025.12.12-03.06.02,32514,5610,32514,5612,5610,5610,0,5612,5608,0,5610,8564,15641,0,12677
2025.12.16-16.10.43,32526,5543,32526,5545,5543,5543,0,5545,5541,0,5543,8496,15573,0,12609
2025.12.16-20.21.08,32546,5603,32546,5605,5603,5603,0,5605,5601,0,5603,8556,15633,0,12669
2025.12.18-01.42.56,32541,5603,32541,5609,5607,5607,0,5609,5605,0,5607,8560,15633,0,12673
2025.12.18-04.13.23,32542,5603,32542,5609,5607,5607,0,5609,5605,0,5607,8560,15633,0,12673
2025.12.19-17.10.21,32486,5608,32486,5610,5608,5608,0,5610,5606,0,5608,8561,15585,0,12610
2025.12.20-15.11.02,32496,5619,32496,5621,5619,5619,0,5621,5617,0,5619,8572,15596,0,12632
2025.12.21-01.18.49,32355,5629,32355,5631,5629,5629,0,5631,5627,0,5629,8579,15463,0,12499
2025.12.21-01.34.16,32357,5629,32357,5631,5629,5629,0,5631,5627,0,5629,8576,15451,0,12487
2025.12.22-19.38.06,32384,5648,32384,5650,5648,5648,0,5650,5646,0,5648,8595,15470,0,12506
2025.12.22-19.55.56,32394,5648,32394,5650,5648,5648,0,5650,5646,0,5648,8595,15470,0,12506
2025.12.22-21.30.58,32410,5692,32410,5694,5692,5692,0,5694,5690,0,5692,8639,15514,0,12550
2025.12.22-21.33.26,32411,5692,32411,5694,5692,5692,0,5694,5690,0,5692,8639,15514,0,12550
2025.12.26-15.36.22,32465,5698,32465,5700,5698,5698,0,5700,5696,0,5698,8645,15520,0,12556
2025.12.26-19.23.11,32464,5708,32464,5710,5708,5708,0,5710,5706,0,5708,8655,15530,0,12566
2025.12.27-01.19.24,32464,5717,32464,5710,5708,5708,0,5710,5706,0,5717,8655,15530,0,12566
2025.12.27-20.45.32,32464,5719,32464,5712,5710,5710,0,5712,5708,12568,5719,8657,15532,0,12568
2025.12.30-19.35.50,32466,5719,32466,5710,5710,5710,0,5710,5706,13030,5719,8655,15539,0,12566
2026.01.03-16.11.16,32466,5723,32466,5714,5714,5714,0,5714,5710,13034,5723,8659,15543,0,12570
2026.01.03-22.51.40,32466,5721,32466,5712,5712,5712,0,5712,5708,13032,5721,8657,15542,15720,12568
2026.01.04-19.07.49,32447,5657,32447,5648,5648,5648,0,5648,5644,12967,5657,8593,15477,15655,12504
2026.01.05-03.11.36,32449,5657,32449,5648,5648,5648,0,5648,5644,12967,5657,8593,15477,15655,12504
2026.01.07-19.29.07,30545,5659,30545,5650,5650,5650,0,5650,5646,11887,5659,8008,14503,14681,11424
2026.01.09-00.48.46,30530,5710,30530,5701,5701,5701,0,5701,5697,11929,5710,8050,14545,14723,11466
2026.01.10-01.34.24,30531,5710,30531,5701,5701,5701,0,5701,5697,11929,5710,8050,14545,14723,11466
2026.01.10-02.02.50,30531,5748,30531,5739,5739,5739,0,5739,5735,11967,5748,8088,14583,14761,11504
2026.01.11-19.55.55,30548,5749,30548,5740,5740,5740,0,5740,5736,11968,5749,8089,14584,14762,11505
2026.01.11-23.51.53,30548,5751,30548,5742,5742,5742,0,5742,5738,11970,5815,8091,14586,14764,11507
2026.01.14-15.08.23,30563,5820,30563,5811,5811,5811,0,5809,5807,12037,5820,8160,14655,14833,11574
2026.01.15-01.07.00,30567,5824,30567,5815,5815,5815,14677,5813,5811,12041,5824,8164,14659,14837,11578
2026.01.15-01.24.55,30543,5826,30543,5817,5817,5817,14641,5815,5813,12019,5826,8166,14637,14815,11556
2026.01.15-20.37.03,30586,5826,30586,5817,5817,5817,14815,5815,5817,12019,5826,8166,14637,14815,11556
2026.01.18-01.22.06,30634,5837,30634,5828,5828,5828,14826,5826,5828,12030,5837,8177,14648,14826,11567
2026.01.18-01.42.23,30634,5865,30634,5856,5856,5856,14854,5854,5856,12058,5865,8205,14676,14854,11595
2026.01.18-17.31.29,30665,5865,30665,5856,5856,5856,14854,5854,5856,12058,5865,8205,14676,14854,11595
2026.01.18-18.53.21,30698,5876,30698,5867,5867,5867,14865,5865,5867,12069,5876,8216,14687,14865,11606
2026.01.18-19.59.13,30717,5877,30717,5868,5868,5868,14866,5866,5868,12070,5877,8217,14688,14866,11607
2026.01.19-00.36.18,30721,5880,30721,5871,5871,5871,14869,5869,5871,12073,5880,8220,14691,14869,11610
2026.01.21-00.06.15,30748,5889,30748,5880,5880,5880,14875,5878,5880,12079,5889,8229,14692,14875,11616
2026.01.21-01.10.59,30755,5879,30755,5870,5870,5870,14865,5868,5870,12069,5879,8219,14682,14865,11606
2026.01.21-17.07.05,30772,5902,30772,5893,5893,5893,14888,5891,5893,12092,5902,8242,14693,14888,11629
2026.01.22-19.48.47,30896,5903,30896,5894,5894,5894,14889,5892,5894,12093,5903,8243,14694,14889,11630
2026.01.22-21.12.56,30916,5919,30916,5910,5910,5910,14905,5908,5910,12109,5919,8259,14710,14905,11646
2026.01.23-22.20.17,30932,5930,30932,5921,5921,5921,14916,5919,5921,12120,5930,8270,14721,14916,11657
2026.01.24-00.30.50,30932,5939,30932,5930,5930,5930,14925,5928,5930,12129,5939,8279,14730,14925,11666
2026.01.24-04.56.20,30900,5947,30900,5938,5938,5938,14933,5936,5938,12137,5947,8461,14917,14933,11848
2026.01.25-02.56.35,30842,5935,30842,5926,5926,5926,14921,5924,5926,12125,5935,8449,14917,14921,11836
2026.01.25-19.19.35,30863,5947,30863,5938,5938,5938,14933,5936,5938,12137,5947,8461,14929,14933,11848
2026.01.25-22.40.50,30871,5952,30871,5943,5943,5943,14938,5941,5943,12142,5952,8466,14934,14938,11853
2026.01.27-15.19.59,30921,5960,30921,5951,5951,5951,14946,5949,5951,12150,5960,8474,14942,14946,11861
2026.01.27-15.49.09,30944,5960,30944,5951,5951,5951,14946,5949,5951,12150,5960,8474,14942,14946,11861
2026.01.27-16.17.27,30946,5967,30946,5958,5958,5958,14953,5956,5958,12157,5967,8481,14949,14953,11868
2026.01.28-02.09.16,30948,6019,30948,6010,6010,6010,15005,6008,6010,12209,6019,8533,15001,15005,11920
2026.01.28-17.07.07,30955,6021,30955,6012,6012,6012,15007,6010,6012,12211,6021,8535,15003,15007,11922
2026.01.29-03.49.11,30959,5997,30959,5988,5988,5988,14983,5986,5988,12187,5997,8511,14979,14983,11898
2026.01.29-04.02.47,30959,5997,30959,5988,5988,5988,14983,5986,5988,12187,5997,8511,14998,14983,11898
2026.01.29-18.49.49,30968,6016,30968,6007,6007,6007,15002,6007,6007,12206,6016,8530,14998,15002,11919
2026.01.30-00.05.56,30980,6001,30980,5992,5992,5992,14987,5992,5992,12191,6001,8515,14983,14987,11904
2026.01.30-03.41.41,30980,6032,30980,6023,6023,6023,15018,6023,6023,12222,6032,8546,15014,15018,11935
2026.01.31-15.21.16,30984,6037,30984,6028,6028,6028,15023,6028,6028,12227,6037,8551,15019,15023,11940
2026.01.31-17.40.45,31013,6039,31013,6030,6030,6030,15025,6030,6030,12229,6039,8553,15021,15025,11942
2026.01.31-20.30.57,31180,6044,31180,6035,6035,6035,15030,6035,6035,12234,6044,8558,15026,15030,11947
2026.02.01-00.12.27,31198,6195,31198,6186,6186,6186,15181,6186,6186,12385,6195,8709,15177,15181,12098
2026.02.01-21.38.44,31209,6213,31209,6204,6204,6204,15199,6204,6204,12403,6213,8727,15195,15199,12116
2026.02.02-17.52.15,31227,6221,31227,6212,6212,6212,15207,6212,6212,12411,6221,8735,15203,15207,12124
2026.02.02-18.40.42,31235,6221,31235,6212,6212,6212,15207,6212,6212,12411,6221,8735,15203,15207,12124
2026.02.05-18.29.38,31237,6247,31237,6238,6238,6238,15233,6238,6238,12437,6247,8761,15229,15233,12150
2026.02.05-18.36.27,31239,6247,31239,6238,6238,6238,15233,6238,6238,12437,6247,8761,15229,15233,12150
